NA      | 103.29.63.253    | NA                  | LK | apnic    | 2011-05-17 | NA
7922    | 174.63.182.146   | 174.48.0.0/12       | US | arin     | 2008-11-18 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 174.63.87.15     | 174.48.0.0/12       | US | arin     | 2008-11-18 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 23.24.200.213    | 23.24.0.0/15        | US | arin     | 2012-01-13 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 23.24.200.213    | 23.24.0.0/15        | US | arin     | 2012-01-13 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 23.25.205.49     | 23.24.0.0/15        | US | arin     | 2012-01-13 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 23.30.32.94      | 23.30.0.0/15        | US | arin     | 2012-04-30 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.12.201.221    | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.125.118.23    | 24.125.0.0/16       | US | arin     | 2001-09-10 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.125.34.202    | 24.125.0.0/16       | US | arin     | 2001-09-10 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.127.202.103   | 24.126.0.0/15       | US | arin     | 2001-09-04 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.14.18.207     | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.14.235.0      | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.147.200.127   | 24.147.0.0/16       | US | arin     |            | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.15.0.4        | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.16.15.144     | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.16.239.226    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.17.159.234    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.18.230.196    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.19.97.95      | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.2.52.23       | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.21.205.185    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.21.242.151    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.22.168.236    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.23.247.248    | 24.16.0.0/13        | US | arin     | 2003-12-08 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.4.100.89      | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.4.93.30       | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.6.161.150     | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.6.219.175     | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.60.186.107    | 24.60.0.0/14        | US | arin     | 2001-08-15 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.63.250.124    | 24.60.0.0/14        | US | arin     | 2001-08-15 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.63.89.87      | 24.60.0.0/14        | US | arin     | 2001-08-15 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.7.122.68      | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.8.18.6        | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.8.37.110      | 24.0.0.0/12         | US | arin     | 2003-10-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.91.203.228    | 24.91.0.0/16        | US | arin     | 2000-04-26 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 24.99.82.173     | 24.98.0.0/15        | US | arin     | 2001-09-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.130.169.89    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.131.43.33     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.132.15.248    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.133.158.199   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.134.136.177   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.135.187.236   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.136.174.170   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.137.95.14     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.138.242.24    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.143.142.118   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.148.162.180   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.149.94.148    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.152.165.124   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.152.62.21     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.154.220.52    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.162.124.96    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.162.215.109   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.163.98.191    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.164.116.243   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.164.183.88    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.166.227.82    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.167.201.100   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.168.70.197    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.169.126.75    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.170.74.138    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.171.110.58    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.171.249.166   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.172.194.231   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.173.23.197    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.173.87.173    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.174.99.110    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.174.99.110    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.176.159.220   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.177.153.196   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.177.153.91    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.179.102.205   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.180.139.102   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.180.168.13    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.181.76.246    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.182.180.34    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.184.162.34    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.184.213.245   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.184.24.209    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.202.87.154    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.204.69.193    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.240.195.142   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.243.97.65     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.244.229.97    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.246.66.190    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.247.84.150    | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.252.93.92     | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 50.77.196.206    | 50.76.0.0/14        | US | arin     | 2011-01-06 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 65.96.163.34     | 65.96.0.0/16        | US | arin     | 2001-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 65.96.173.92     | 65.96.0.0/16        | US | arin     | 2001-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 65.96.6.219      | 65.96.0.0/16        | US | arin     | 2001-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 66.177.148.39    | 66.176.0.0/15       | US | arin     | 2001-10-01 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 66.229.156.181   | 66.229.0.0/16       | US | arin     | 2002-02-01 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.160.118.185   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.160.231.160   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.160.38.168    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.160.59.47     | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.160.86.169    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.162.252.236   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.164.169.186   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.164.215.220   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.169.108.72    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.169.83.0      | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.170.226.14    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.172.33.210    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.174.151.101   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.175.117.104   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.180.131.150   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.180.173.3     | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.180.85.57     | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.180.9.54      | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.180.93.251    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.182.144.191   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.183.149.152   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.183.216.217   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.186.229.62    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.188.44.91     | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.189.179.64    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.189.189.121   | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.189.220.3     | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 67.189.220.94    | 67.160.0.0/11       | US | arin     | 2002-12-16 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.32.79.10      | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.41.30.73      | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.41.9.101      | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.45.52.117     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.45.52.117     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.48.100.134    | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.56.232.82     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.56.97.166     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.59.38.63      | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.60.125.89     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.61.237.99     | 68.32.0.0/11        | US | arin     | 2001-11-29 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.80.116.105    | 68.80.0.0/13        | US | arin     | 2002-01-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.80.125.192    | 68.80.0.0/13        | US | arin     | 2002-01-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.80.201.16     | 68.80.0.0/13        | US | arin     | 2002-01-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 68.81.180.35     | 68.80.0.0/13        | US | arin     | 2002-01-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.137.212.156   | 69.136.0.0/13       | US | arin     | 2003-04-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.140.68.86     | 69.136.0.0/13       | US | arin     | 2003-04-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.140.90.65     | 69.136.0.0/13       | US | arin     | 2003-04-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.142.100.62    | 69.136.0.0/13       | US | arin     | 2003-04-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.143.52.69     | 69.136.0.0/13       | US | arin     | 2003-04-24 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.181.55.2      | 69.180.0.0/15       | US | arin     | 2004-02-18 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.242.34.141    | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.245.244.217   | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.247.98.216    | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.247.99.50     | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.251.71.247    | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 69.253.2.248     | 69.240.0.0/12       | US | arin     | 2004-02-11 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 70.88.254.62     | 70.88.0.0/14        | US | arin     | 2004-08-09 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 70.89.251.90     | 70.88.0.0/14        | US | arin     | 2004-08-09 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 70.90.143.154    | 70.88.0.0/14        | US | arin     | 2004-08-09 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 70.91.145.14     | 70.88.0.0/14        | US | arin     | 2004-08-09 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
